Sequencing depth,Fraction of target bases(%),Number of target bases
4304,0.000064,1
4305,0.000064,1
4306,0.000064,1
4307,0.000257,4
4308,0.000064,1
4309,0.000321,5
4310,0.000128,2
4311,0.000193,3
4313,0.000064,1
4314,0.000064,1
4315,0.000257,4
4316,0.000064,1
4317,0.000128,2
4318,0.000193,3
4319,0.000321,5
4320,0.000193,3
4321,0.000128,2
4322,0.000707,11
4323,0.000064,1
4324,0.000257,4
4325,0.000257,4
4326,0.000450,7
4327,0.000128,2
4328,0.000128,2
4329,0.000128,2
4330,0.000064,1
4331,0.000064,1
4332,0.000321,5
4333,0.000064,1
4334,0.000128,2
4335,0.000193,3
4336,0.000128,2
4337,0.000193,3
4338,0.000193,3
4339,0.000193,3
4340,0.000257,4
4341,0.161830,2519
